CHR_ID,CHR_POS,STRONGEST SNP-RISK ALLELE,CONTEXT,MAPPED_TRAIT
19,42196795,rs61088131-T,intergenic_variant,prostate carcinoma
20,53838666,rs6091758-G,intergenic_variant,prostate carcinoma
22,28492951,rs9625483-A,intron_variant,prostate carcinoma
5,169745129,rs76551843-A,intron_variant,prostate carcinoma
5,157976402,rs17055178-G,regulatory_region_variant,"Hematochezia, response to radiation"
1,230701434,rs11122573-T,intron_variant,"response to radiation, Hematuria"
9,30866810,rs10969913-G,intergenic_variant,"response to radiation, Urinary retention"
6,151627231,rs2046210-C,regulatory_region_variant,breast carcinoma
12,28002147,rs10771399-A,intergenic_variant,breast carcinoma
10,112974337,rs11196174-G,intron_variant,breast carcinoma
19,17278895,rs8170-G,synonymous_variant,breast carcinoma
5,1279675,rs10069690-T,intron_variant,breast carcinoma
6,81483392,rs17530068-C,intergenic_variant,breast carcinoma
6,151627231,rs2046210-A,regulatory_region_variant,breast carcinoma
10,62518923,rs10995190-G,intron_variant,breast carcinoma
12,28002147,rs10771399-T,intergenic_variant,breast carcinoma
16,52552429,rs3803662-T,non_coding_transcript_exon_variant,breast carcinoma
19,17278895,rs8170-A,synonymous_variant,breast carcinoma
1,10506158,rs616488-A,intron_variant,breast carcinoma
5,158817075,rs1432679-C,intron_variant,breast carcinoma
12,95633983,rs17356907-A,intron_variant,breast carcinoma
13,32398489,rs11571833-T,stop_gained,breast carcinoma
16,53779455,rs17817449-T,intron_variant,breast carcinoma
22,40480230,rs6001930-C,intron_variant,breast carcinoma
19,18460331,rs4808801-A,intron_variant,breast carcinoma
19,43782361,rs3760982-A,regulatory_region_variant,breast carcinoma
22,29225488,rs132390-C,intron_variant,breast carcinoma
22,40480230,rs6001930-C,intron_variant,breast carcinoma
2,217041109,rs13387042-A,intron_variant,breast carcinoma
5,1279675,rs10069690-T,intron_variant,breast carcinoma
5,44706396,rs10941679-G,intergenic_variant,breast carcinoma
6,81483392,rs17530068-G,intergenic_variant,breast carcinoma
6,151592978,rs3757318-A,intron_variant,breast carcinoma
8,127343372,rs13281615-G,intron_variant,breast carcinoma
9,108126198,rs865686-T,regulatory_region_variant,breast carcinoma
10,62518923,rs10995190-G,intron_variant,breast carcinoma
10,121577821,rs2981579-A,intron_variant,breast carcinoma
11,1887776,rs3817198-C,intron_variant,breast carcinoma
11,69513996,rs614367-T,intergenic_variant,breast carcinoma
12,115398717,rs1292011-A,regulatory_region_variant,breast carcinoma
16,52552429,rs3803662-A,non_coding_transcript_exon_variant,breast carcinoma
17,54979110,rs6504950-G,intron_variant,breast carcinoma
21,15148511,rs2823093-G,intergenic_variant,breast carcinoma
1,121538815,rs11249433-G,intron_variant,breast carcinoma
1,10506158,rs616488-A,intron_variant,breast carcinoma
1,113905767,rs11552449-T,missense_variant,breast carcinoma
2,120487546,rs4849887-C,intergenic_variant,breast carcinoma
2,172108243,rs2016394-G,intron_variant,breast carcinoma
2,217431785,rs16857609-T,intron_variant,breast carcinoma
3,27374522,rs4973768-T,3_prime_UTR_variant,breast carcinoma
5,56736057,rs889312-C,intergenic_variant,breast carcinoma
9,22062135,rs1011970-T,intron_variant,breast carcinoma
10,79081391,rs704010-T,intron_variant,breast carcinoma
6,13722291,rs204247-G,intergenic_variant,breast carcinoma
7,144377836,rs720475-G,intron_variant,breast carcinoma
8,29652100,rs9693444-A,intergenic_variant,breast carcinoma
8,75318066,rs6472903-T,intron_variant,breast carcinoma
8,128182395,rs11780156-T,intron_variant,breast carcinoma
9,107543834,rs10759243-A,intergenic_variant,breast carcinoma
10,21744013,rs7072776-A,intergenic_variant,breast carcinoma
10,113014168,rs7904519-G,intron_variant,breast carcinoma
10,121334387,rs11199914-C,intergenic_variant,breast carcinoma
18,26990703,rs1436904-T,intron_variant,breast carcinoma
11,65815595,rs3903072-G,intergenic_variant,breast carcinoma
11,129591276,rs11820646-C,regulatory_region_variant,breast carcinoma
12,14260997,rs12422552-C,regulatory_region_variant,breast carcinoma
12,95633983,rs17356907-A,intron_variant,breast carcinoma
13,32398489,rs11571833-T,stop_gained,breast carcinoma
14,36663564,rs2236007-G,intron_variant,breast carcinoma
14,68193711,rs2588809-T,intron_variant,breast carcinoma
14,91374725,rs941764-G,intron_variant,breast carcinoma
16,53779455,rs17817449-T,intron_variant,breast carcinoma
16,80616908,rs13329835-G,intron_variant,breast carcinoma
18,26757460,rs527616-G,intron_variant,breast carcinoma
3,4700592,rs6762644-G,intron_variant,breast carcinoma
3,30641447,rs12493607-C,intron_variant,breast carcinoma
4,105163621,rs9790517-T,intron_variant,breast carcinoma
4,174925275,rs6828523-C,intron_variant,breast carcinoma
5,58888234,rs10472076-C,regulatory_region_variant,breast carcinoma
5,158817075,rs1432679-C,intron_variant,breast carcinoma
6,1318643,rs11242675-T,intergenic_variant,breast carcinoma
12,28002147,rs10771399-A,intergenic_variant,breast carcinoma
14,68567965,rs999737-C,intron_variant,breast carcinoma
2,173348166,rs1550623-A,intron_variant,breast carcinoma
5,59041654,rs1353747-T,intron_variant,breast carcinoma
8,75505702,rs2943559-G,intron_variant,breast carcinoma
10,22026914,rs11814448-C,intergenic_variant,breast carcinoma
5,16187419,rs13162653-G,intergenic_variant,breast carcinoma
3,30641447,rs12493607-C,intron_variant,breast carcinoma
3,63982224,rs1053338-G,missense_variant,breast carcinoma
4,105163621,rs9790517-T,intron_variant,breast carcinoma
3,46825376,rs6796502-G,intergenic_variant,breast carcinoma
5,82242227,rs7707921-A,intron_variant,breast carcinoma
5,1279675,rs10069690-T,intron_variant,breast carcinoma
7,130982362,rs4593472-C,intron_variant,breast carcinoma
5,44706396,rs10941679-G,intergenic_variant,breast carcinoma
8,116197325,rs13267382-A,intron_variant,breast carcinoma
5,58888234,rs10472076-C,regulatory_region_variant,breast carcinoma
5,158817075,rs1432679-C,intron_variant,breast carcinoma
18,44819625,rs6507583-A,intron_variant,breast carcinoma
6,13722291,rs204247-G,intergenic_variant,breast carcinoma
1,113905767,rs11552449-T,missense_variant,breast carcinoma
6,151597721,rs12662670-G,intron_variant,breast carcinoma
2,19121042,rs12710696-T,intron_variant,breast carcinoma
7,92001306,rs6964587-T,missense_variant,breast carcinoma
2,172108243,rs2016394-G,intron_variant,breast carcinoma
8,29652100,rs9693444-A,intergenic_variant,breast carcinoma
2,217041109,rs13387042-A,intron_variant,breast carcinoma
8,75505702,rs2943559-G,intron_variant,breast carcinoma
3,4700592,rs6762644-G,intron_variant,breast carcinoma
8,128182395,rs11780156-T,intron_variant,breast carcinoma
9,22062135,rs1011970-T,intron_variant,breast carcinoma
3,27374522,rs4973768-T,3_prime_UTR_variant,breast carcinoma
5,32567626,rs2012709-T,intron_variant,breast carcinoma
1,145790097,rs12405132-C,intron_variant,breast carcinoma
1,149955122,rs12048493-C,intron_variant,breast carcinoma
1,241870961,rs72755295-G,intron_variant,breast carcinoma
4,174925275,rs6828523-C,intron_variant,breast carcinoma
5,1297373,rs2736108-C,regulatory_region_variant,breast carcinoma
8,37000965,rs13365225-A,intergenic_variant,breast carcinoma
5,56736057,rs889312-C,intergenic_variant,breast carcinoma
14,92637727,rs11627032-T,intron_variant,breast carcinoma
5,59041654,rs1353747-T,intron_variant,breast carcinoma
17,79807926,rs745570-A,intergenic_variant,breast carcinoma
6,1318643,rs11242675-T,intergenic_variant,breast carcinoma
1,10506158,rs616488-A,intron_variant,breast carcinoma
6,81418669,rs17529111-C,intergenic_variant,breast carcinoma
1,121538815,rs11249433-G,intron_variant,breast carcinoma
6,151627231,rs2046210-A,regulatory_region_variant,breast carcinoma
2,120487546,rs4849887-C,intergenic_variant,breast carcinoma
7,144377836,rs720475-G,intron_variant,breast carcinoma
2,173348166,rs1550623-A,intron_variant,breast carcinoma
8,75318066,rs6472903-T,intron_variant,breast carcinoma
2,217431785,rs16857609-T,intron_variant,breast carcinoma
8,127343372,rs13281615-G,intron_variant,breast carcinoma
9,107543834,rs10759243-A,intergenic_variant,breast carcinoma
9,108126198,rs865686-T,regulatory_region_variant,breast carcinoma
10,21744013,rs7072776-A,intergenic_variant,breast carcinoma
10,22026914,rs11814448-C,intergenic_variant,breast carcinoma
10,62518923,rs10995190-G,intron_variant,breast carcinoma
10,79081391,rs704010-T,intron_variant,breast carcinoma
10,113014168,rs7904519-G,intron_variant,breast carcinoma
10,121334387,rs11199914-C,intergenic_variant,breast carcinoma
10,121577821,rs2981579-A,intron_variant,breast carcinoma
11,1887776,rs3817198-C,intron_variant,breast carcinoma
11,65815595,rs3903072-G,intergenic_variant,breast carcinoma
11,69516650,rs78540526-T,regulatory_region_variant,breast carcinoma
11,69564393,rs75915166-A,intergenic_variant,breast carcinoma
11,129591276,rs11820646-C,regulatory_region_variant,breast carcinoma
12,14260997,rs12422552-C,regulatory_region_variant,breast carcinoma
12,28002147,rs10771399-A,intergenic_variant,breast carcinoma
12,95633983,rs17356907-A,intron_variant,breast carcinoma
12,115398717,rs1292011-A,regulatory_region_variant,breast carcinoma
13,32398489,rs11571833-T,stop_gained,breast carcinoma
14,36663564,rs2236007-G,intron_variant,breast carcinoma
14,68193711,rs2588809-T,intron_variant,breast carcinoma
14,68567965,rs999737-C,intron_variant,breast carcinoma
14,91374725,rs941764-G,intron_variant,breast carcinoma
16,52552429,rs3803662-A,non_coding_transcript_exon_variant,breast carcinoma
16,53779455,rs17817449-T,intron_variant,breast carcinoma
16,53821379,rs11075995-A,intron_variant,breast carcinoma
16,80616908,rs13329835-G,intron_variant,breast carcinoma
17,54979110,rs6504950-G,intron_variant,breast carcinoma
18,26757460,rs527616-G,intron_variant,breast carcinoma
18,26990703,rs1436904-T,intron_variant,breast carcinoma
19,17278895,rs8170-A,synonymous_variant,breast carcinoma
19,17283315,rs2363956-T,missense_variant,breast carcinoma
19,18460331,rs4808801-A,intron_variant,breast carcinoma
19,43782361,rs3760982-A,regulatory_region_variant,breast carcinoma
21,15148511,rs2823093-G,intergenic_variant,breast carcinoma
22,29225488,rs132390-C,intron_variant,breast carcinoma
22,40480230,rs6001930-C,intron_variant,breast carcinoma
1,145790097,rs12405132-C,intron_variant,breast carcinoma
1,149955122,rs12048493-C,intron_variant,breast carcinoma
1,241870961,rs72755295-G,intron_variant,breast carcinoma
3,46825376,rs6796502-G,intergenic_variant,breast carcinoma
5,16187419,rs13162653-G,intergenic_variant,breast carcinoma
5,32567626,rs2012709-T,intron_variant,breast carcinoma
5,82242227,rs7707921-A,intron_variant,breast carcinoma
7,130982362,rs4593472-C,intron_variant,breast carcinoma
8,116197325,rs13267382-A,intron_variant,breast carcinoma
14,92637727,rs11627032-T,intron_variant,breast carcinoma
8,29652100,rs9693444-A,intergenic_variant,breast carcinoma
8,75318066,rs6472903-T,intron_variant,breast carcinoma
8,75505702,rs2943559-G,intron_variant,breast carcinoma
8,127343372,rs13281615-G,intron_variant,breast carcinoma
8,128182395,rs11780156-T,intron_variant,breast carcinoma
9,107543834,rs10759243-A,intergenic_variant,breast carcinoma
9,108126198,rs865686-T,regulatory_region_variant,breast carcinoma
10,21744013,rs7072776-A,intergenic_variant,breast carcinoma
10,22026914,rs11814448-C,intergenic_variant,breast carcinoma
10,62518923,rs10995190-G,intron_variant,breast carcinoma
10,79081391,rs704010-T,intron_variant,breast carcinoma
10,113014168,rs7904519-G,intron_variant,breast carcinoma
10,121577821,rs2981579-A,intron_variant,breast carcinoma
11,1887776,rs3817198-C,intron_variant,breast carcinoma
11,65815595,rs3903072-G,intergenic_variant,breast carcinoma
11,69516650,rs78540526-T,regulatory_region_variant,breast carcinoma
11,129591276,rs11820646-C,regulatory_region_variant,breast carcinoma
12,28002147,rs10771399-A,intergenic_variant,breast carcinoma
12,95633983,rs17356907-A,intron_variant,breast carcinoma
12,115398717,rs1292011-A,regulatory_region_variant,breast carcinoma
13,32398489,rs11571833-T,stop_gained,breast carcinoma
14,36663564,rs2236007-G,intron_variant,breast carcinoma
14,68193711,rs2588809-T,intron_variant,breast carcinoma
14,68567965,rs999737-C,intron_variant,breast carcinoma
14,91374725,rs941764-G,intron_variant,breast carcinoma
17,79807926,rs745570-A,intergenic_variant,breast carcinoma
18,44819625,rs6507583-A,intron_variant,breast carcinoma
1,10506158,rs616488-A,intron_variant,breast carcinoma
1,113905767,rs11552449-T,missense_variant,breast carcinoma
1,121538815,rs11249433-G,intron_variant,breast carcinoma
2,120487546,rs4849887-C,intergenic_variant,breast carcinoma
2,172108243,rs2016394-G,intron_variant,breast carcinoma
2,217041109,rs13387042-A,intron_variant,breast carcinoma
3,4700592,rs6762644-G,intron_variant,breast carcinoma
3,27374522,rs4973768-T,3_prime_UTR_variant,breast carcinoma
3,30641447,rs12493607-C,intron_variant,breast carcinoma
3,63982224,rs1053338-G,missense_variant,breast carcinoma
4,105163621,rs9790517-T,intron_variant,breast carcinoma
4,174925275,rs6828523-C,intron_variant,breast carcinoma
5,1279675,rs10069690-T,intron_variant,breast carcinoma
5,44706396,rs10941679-G,intergenic_variant,breast carcinoma
5,56736057,rs889312-C,intergenic_variant,breast carcinoma
5,58888234,rs10472076-C,regulatory_region_variant,breast carcinoma
5,59041654,rs1353747-T,intron_variant,breast carcinoma
5,158817075,rs1432679-C,intron_variant,breast carcinoma
6,13722291,rs204247-G,intergenic_variant,breast carcinoma
6,81418669,rs17529111-C,intergenic_variant,breast carcinoma
6,151597721,rs12662670-G,intron_variant,breast carcinoma
7,92001306,rs6964587-T,missense_variant,breast carcinoma
7,144377836,rs720475-G,intron_variant,breast carcinoma
16,52552429,rs3803662-A,non_coding_transcript_exon_variant,breast carcinoma
16,53779455,rs17817449-T,intron_variant,breast carcinoma
16,80616908,rs13329835-G,intron_variant,breast carcinoma
17,54979110,rs6504950-G,intron_variant,breast carcinoma
18,26757460,rs527616-G,intron_variant,breast carcinoma
18,26990703,rs1436904-T,intron_variant,breast carcinoma
19,18460331,rs4808801-A,intron_variant,breast carcinoma
19,43782361,rs3760982-A,regulatory_region_variant,breast carcinoma
21,15148511,rs2823093-G,intergenic_variant,breast carcinoma
22,28725099,rs17879961-G,missense_variant,breast carcinoma
22,29225488,rs132390-C,intron_variant,breast carcinoma
22,40480230,rs6001930-C,intron_variant,breast carcinoma
18,75323558,rs11876000-T,intergenic_variant,prostate carcinoma
18,79010820,rs9959454-A,intergenic_variant,prostate carcinoma
19,17117744,rs10412482-C,intron_variant,prostate carcinoma
19,31677437,rs17501397-C,intergenic_variant,prostate carcinoma
19,38057454,rs59710626-G,intron_variant,prostate carcinoma
19,38247490,rs4802297-G,intron_variant,prostate carcinoma
19,41480023,rs11673591-T,intron_variant,prostate carcinoma
19,50842312,rs2659051-G,intron_variant,prostate carcinoma
19,50858126,rs61752561-G,missense_variant,prostate carcinoma
19,50859459,rs76765083-T,intron_variant,prostate carcinoma
20,886681,rs6039055-A,intron_variant,prostate carcinoma
20,35419167,rs6141551-C,intergenic_variant,prostate carcinoma
20,50932270,rs73909841-T,intron_variant,prostate carcinoma
20,53848180,rs6126986-C,intergenic_variant,prostate carcinoma
20,63598636,rs381331-A,intron_variant,prostate carcinoma
20,63676164,rs3787099-A,intron_variant,prostate carcinoma
20,63743036,rs1058319-C,3_prime_UTR_variant,prostate carcinoma
21,41494405,rs61735792-A,synonymous_variant,prostate carcinoma
21,41510535,rs9978557-C,intron_variant,prostate carcinoma
22,19762002,rs1978060-G,intron_variant,prostate carcinoma
22,28492951,rs9625483-A,intron_variant,prostate carcinoma
22,28695159,rs17886163-C,missense_variant,prostate carcinoma
22,38742327,rs138708-G,missense_variant,prostate carcinoma
22,40103103,rs34584683-T,intron_variant,prostate carcinoma
22,43103735,rs6003062-G,regulatory_region_variant,prostate carcinoma
22,43104206,rs5759167-G,TF_binding_site_variant,prostate carcinoma
22,45302268,rs9615099-T,regulatory_region_variant,prostate carcinoma
1,204549714,rs4245739-A,3_prime_UTR_variant,prostate carcinoma
2,43410859,rs7591218-A,intron_variant,prostate carcinoma
